codigo_escola,regiao,uf,dependencia_administrativa,localizacao,etapa_ensino,numero_alunos,numero_professores,pct_prof_ensino_superior,tem_biblioteca,tem_lab_informatica,tem_lab_ciencias,tem_quadra_esportes,tem_internet,tem_agua_potavel,tem_energia_eletrica,tem_jornada_estendida,taxa_aprovacao,nivel_socioeconomico,ideb
100208,Sul,PR,Municipal,Rural,Ensino Médio,436,36,0.706,0,0,0,0,1,0,1,0,0.874,3.69,5.55
100209,Centro-Oeste,DF,Estadual,Urbana,Anos Iniciais,191,12,0.8,1,0,0,0,1,1,1,0,0.927,5.06,7.01
100210,Nordeste,MA,Municipal,Rural,Anos Iniciais,99,7,0.891,0,1,0,0,0,1,0,0,0.836,2.03,5.52
100211,Sudeste,RJ,Estadual,Urbana,Anos Finais,2189,101,0.755,1,1,0,1,0,1,1,0,0.851,3.91,6.08
100212,Sul,SC,Estadual,Urbana,Ensino Médio,341,13,0.845,1,1,0,1,1,1,1,1,0.818,3.41,6.16
100213,Nordeste,PI,Municipal,Urbana,Anos Iniciais,657,43,0.724,0,0,1,0,1,1,1,0,0.765,4.24,5.8
100214,Sul,SC,Municipal,Urbana,Anos Iniciais,72,4,0.591,0,1,1,0,1,0,1,0,0.812,2.88,5.87
100215,Nordeste,SE,Municipal,Urbana,Anos Iniciais,316,18,0.632,0,1,0,1,0,1,1,0,0.765,4.33,6.57
100216,Sudeste,RJ,Municipal,Rural,Anos Finais,799,43,0.696,1,0,0,0,1,0,1,0,0.846,2.97,6.64
100217,Nordeste,PE,Estadual,Urbana,Anos Iniciais,49,3,0.899,1,1,0,0,1,0,1,0,0.786,3.5,6.19
100218,Sudeste,ES,Municipal,Urbana,Anos Finais,143,7,0.745,0,0,1,1,1,1,1,0,0.786,3.36,6.29
100219,Sudeste,ES,Municipal,Urbana,Ensino Médio,191,12,0.768,1,1,0,0,1,1,1,0,0.872,5.37,6.92
100220,Nordeste,PE,Municipal,Urbana,Ensino Médio,300,14,0.858,0,0,0,0,0,1,1,0,0.879,2.85,5.42
100221,Sudeste,RJ,Privada,Urbana,Ensino Médio,286,21,0.843,1,1,0,0,1,1,1,1,0.886,6.06,7.6
100222,Sudeste,SP,Municipal,Urbana,Anos Finais,212,11,0.791,1,1,0,0,1,1,1,0,0.919,4.3,6.9
100223,Sul,SC,Estadual,Urbana,Anos Iniciais,282,14,0.754,1,0,1,1,1,1,1,0,0.753,3.62,6.13
100224,Sudeste,ES,Municipal,Rural,Anos Finais,181,8,0.718,0,0,0,0,1,1,1,0,0.755,3.39,5.79
100225,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,280,18,0.968,1,0,1,0,1,1,1,0,0.895,3.75,6.49
100226,Nordeste,AL,Estadual,Urbana,Anos Iniciais,145,6,0.74,0,1,1,1,1,1,1,0,0.931,3.66,6.73
100227,Sul,RS,Estadual,Urbana,Anos Finais,109,5,0.808,0,1,0,0,0,1,1,0,1.0,4.12,6.6
100228,Nordeste,PE,Municipal,Urbana,Anos Iniciais,326,13,0.804,1,0,0,1,0,0,1,0,0.759,3.08,6.05
100229,Sudeste,SP,Municipal,Rural,Ensino Médio,120,7,0.634,1,1,0,0,1,0,1,1,0.737,4.65,6.46
100230,Nordeste,SE,Estadual,Rural,Anos Finais,472,23,0.74,0,0,0,0,0,1,1,0,0.691,3.78,5.88
100231,Norte,TO,Estadual,Urbana,Anos Iniciais,185,10,0.844,0,1,0,1,1,0,1,0,0.988,3.93,7.16
100232,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,1164,75,0.892,1,0,1,1,0,1,1,0,0.868,4.14,6.7
100233,Nordeste,AL,Municipal,Urbana,Anos Finais,134,7,0.718,0,0,1,1,0,1,0,0,0.703,3.25,5.06
100234,Sudeste,RJ,Municipal,Rural,Ensino Médio,168,7,0.666,1,0,0,1,0,1,1,0,0.882,4.29,5.95
100235,Norte,AP,Municipal,Urbana,Anos Iniciais,755,94,0.784,1,1,0,0,1,0,1,0,0.815,2.7,6.56
100236,Sudeste,MG,Municipal,Rural,Anos Finais,210,12,0.808,0,0,0,0,1,1,1,0,0.66,3.23,5.39
100237,Norte,AP,Federal,Urbana,Anos Iniciais,158,11,1.0,1,1,1,1,1,1,1,0,0.888,5.9,8.73
100238,Sudeste,SP,Estadual,Urbana,Anos Iniciais,276,17,0.822,0,1,0,1,1,1,1,0,0.778,2.62,6.15
100239,Sudeste,SP,Municipal,Urbana,Anos Finais,107,7,0.788,1,1,0,1,1,1,1,0,0.675,4.48,6.42
100240,Sudeste,ES,Municipal,Rural,Anos Finais,1009,46,0.544,0,0,0,0,0,1,0,0,0.795,3.51,5.3
100241,Sudeste,ES,Privada,Urbana,Anos Iniciais,681,49,0.806,0,0,1,1,1,1,1,1,0.863,5.52,7.36
100242,Nordeste,PI,Municipal,Rural,Anos Iniciais,767,43,0.78,0,0,0,1,0,0,0,0,0.943,3.54,5.82
100243,Nordeste,PE,Municipal,Rural,Anos Iniciais,210,17,0.716,1,0,0,1,1,1,1,0,0.915,2.02,5.89
100244,Sul,PR,Municipal,Urbana,Anos Iniciais,343,18,0.832,1,0,0,0,1,0,0,0,0.8,3.61,6.35
100245,Sudeste,MG,Municipal,Urbana,Anos Finais,538,26,0.719,1,1,0,1,0,1,1,0,0.796,4.16,6.24
100246,Sul,SC,Municipal,Urbana,Ensino Médio,293,16,0.669,0,0,1,1,0,1,1,0,0.772,4.03,5.76
100247,Sul,SC,Municipal,Rural,Anos Iniciais,583,45,0.784,0,0,0,0,0,1,1,0,0.836,3.89,5.86
100248,Nordeste,PE,Municipal,Rural,Anos Iniciais,105,5,0.709,0,0,0,0,0,1,1,0,0.923,3.2,5.22
100249,Norte,TO,Municipal,Urbana,Anos Iniciais,100,4,0.805,1,0,0,0,1,1,1,1,0.949,3.9,7.33
100250,Nordeste,CE,Privada,Urbana,Anos Iniciais,326,16,0.943,1,0,1,1,1,1,1,1,0.94,6.08,8.1
100251,Norte,RO,Privada,Urbana,Anos Iniciais,225,9,0.905,1,0,0,1,1,1,1,0,0.872,6.56,8.1
100252,Sudeste,SP,Privada,Urbana,Anos Iniciais,169,7,1.0,1,1,1,0,1,1,1,0,0.926,6.83,8.37
100253,Sudeste,SP,Estadual,Urbana,Anos Finais,284,20,0.924,1,0,1,0,1,1,1,0,0.983,2.23,7.38
100254,Sudeste,ES,Estadual,Urbana,Anos Iniciais,1065,54,0.777,1,1,0,0,0,1,1,0,0.875,3.36,5.92
100255,Sudeste,ES,Municipal,Rural,Anos Iniciais,495,27,0.717,0,0,0,0,0,0,1,0,0.884,2.69,5.44
100256,Centro-Oeste,MS,Estadual,Urbana,Anos Iniciais,183,9,0.764,0,0,0,0,0,1,1,0,0.842,3.89,6.13
100257,Nordeste,AL,Privada,Urbana,Anos Iniciais,115,8,1.0,1,1,1,1,1,1,1,0,0.884,5.58,7.77
100258,Sudeste,ES,Municipal,Rural,Anos Iniciais,226,10,0.721,0,0,0,0,0,0,1,0,0.822,2.44,5.38
100259,Sul,SC,Municipal,Urbana,Anos Finais,906,42,0.691,1,1,1,1,0,1,1,0,0.94,3.57,6.77
100260,Sudeste,MG,Municipal,Urbana,Anos Finais,179,9,0.658,0,0,0,1,1,1,0,0,0.835,3.98,5.87
100261,Nordeste,BA,Estadual,Urbana,Anos Finais,366,29,0.963,1,1,0,1,1,1,1,0,0.874,5.32,7.55
100262,Sudeste,ES,Estadual,Urbana,Anos Iniciais,29,3,0.872,1,0,0,1,1,1,1,0,0.948,3.6,6.8
100263,Sudeste,SP,Municipal,Rural,Anos Iniciais,388,34,0.471,0,0,0,0,0,0,0,0,0.814,2.7,5.25
100264,Nordeste,PE,Municipal,Urbana,Anos Iniciais,1189,76,0.675,0,0,0,1,0,1,1,0,1.0,3.7,5.95
100265,Norte,TO,Municipal,Rural,Anos Finais,448,29,0.684,0,0,0,0,1,0,1,0,0.721,2.49,4.81
100266,Sudeste,ES,Estadual,Urbana,Anos Iniciais,98,5,0.889,1,1,0,0,1,1,1,0,0.709,4.04,5.88
100267,Sudeste,ES,Privada,Urbana,Anos Iniciais,393,19,0.921,1,1,1,0,1,1,1,0,0.914,5.05,7.03
100268,Nordeste,SE,Municipal,Rural,Anos Iniciais,158,8,0.67,1,0,0,0,0,1,1,0,0.895,1.97,5.07
100269,Nordeste,PB,Municipal,Urbana,Anos Finais,313,19,0.553,0,0,0,0,1,1,1,0,0.809,3.73,6.15
100270,Sudeste,MG,Estadual,Rural,Anos Iniciais,234,12,0.898,1,0,0,1,0,1,0,0,0.876,4.45,6.7
100271,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,143,7,0.686,1,1,1,1,1,0,1,0,1.0,5.17,7.55
100272,Nordeste,MA,Municipal,Urbana,Ensino Médio,600,22,0.726,1,0,1,0,1,1,0,0,0.798,3.89,5.85
100273,Nordeste,MA,Municipal,Rural,Anos Iniciais,539,67,0.684,0,0,0,0,0,1,1,0,0.713,4.33,5.74
100274,Nordeste,PE,Municipal,Urbana,Anos Finais,232,14,0.666,0,0,0,1,1,1,1,0,0.826,3.31,6.14
100275,Centro-Oeste,MT,Estadual,Rural,Ensino Médio,311,14,0.718,0,0,0,1,1,1,0,0,0.755,4.02,6.15
100276,Nordeste,CE,Privada,Urbana,Ensino Médio,213,10,0.729,1,1,1,1,1,1,1,0,0.838,4.84,6.93
100277,Centro-Oeste,MS,Municipal,Rural,Anos Iniciais,733,33,0.636,0,0,1,1,1,1,1,0,0.849,2.81,5.79
100278,Norte,AP,Estadual,Rural,Anos Iniciais,193,9,0.65,0,0,1,0,0,0,1,0,0.949,3.43,5.97
100279,Nordeste,PI,Estadual,Urbana,Anos Iniciais,265,15,0.877,1,1,0,1,0,0,1,1,0.743,4.2,6.59
100280,Nordeste,PB,Municipal,Urbana,Anos Iniciais,884,39,0.709,1,1,0,0,0,1,1,0,0.831,3.81,6.85
100281,Centro-Oeste,DF,Municipal,Urbana,Anos Iniciais,412,22,0.606,0,0,1,1,0,1,1,0,0.857,3.14,5.93
100282,Sudeste,MG,Municipal,Urbana,Anos Finais,153,7,0.705,1,1,0,0,0,1,0,0,0.85,2.89,5.97
100283,Sudeste,MG,Municipal,Rural,Anos Iniciais,145,7,0.67,0,0,0,1,0,0,1,0,0.699,2.23,5.69
100284,Sudeste,SP,Municipal,Rural,Anos Iniciais,210,7,0.831,0,0,0,1,0,0,1,0,0.764,3.16,5.53
100285,Sudeste,SP,Municipal,Urbana,Anos Iniciais,318,15,0.833,1,0,0,1,1,1,1,0,0.775,2.97,6.01
100286,Sudeste,MG,Estadual,Urbana,Anos Finais,442,27,0.785,1,1,1,0,1,1,1,0,0.692,5.15,7.11
100287,Sul,PR,Municipal,Rural,Anos Finais,190,8,0.593,0,0,0,0,1,1,0,0,0.835,3.59,6.05
100288,Sudeste,ES,Estadual,Rural,Anos Iniciais,568,29,0.75,1,0,0,0,1,0,0,0,0.751,2.36,5.59
100289,Nordeste,CE,Municipal,Rural,Anos Finais,224,18,0.56,0,0,0,0,0,1,0,1,0.702,3.09,5.13
100290,Sudeste,RJ,Estadual,Urbana,Ensino Médio,310,15,0.744,1,0,0,1,0,1,1,0,0.858,5.22,6.65
100291,Sul,RS,Municipal,Rural,Ensino Médio,539,23,0.841,0,0,0,0,1,0,1,1,0.889,2.88,6.33
100292,Sudeste,ES,Privada,Urbana,Ensino Médio,72,4,0.813,1,1,0,1,1,1,1,1,0.932,6.21,8.24
100293,Nordeste,PI,Estadual,Urbana,Anos Iniciais,604,32,0.836,1,1,0,1,0,1,1,0,0.848,3.8,6.87
100294,Sul,SC,Federal,Urbana,Anos Iniciais,233,14,0.939,1,1,0,1,1,1,1,0,0.995,5.5,8.33
100295,Norte,AC,Estadual,Urbana,Anos Finais,501,27,0.795,1,0,0,1,1,1,1,0,0.942,3.32,6.28
100296,Nordeste,PE,Municipal,Urbana,Anos Iniciais,126,6,0.77,1,1,0,0,1,0,1,0,0.909,2.87,6.48
100297,Sudeste,RJ,Municipal,Urbana,Ensino Médio,366,17,0.823,0,1,0,0,0,1,1,0,0.753,4.46,6.04
100298,Sul,SC,Municipal,Rural,Anos Iniciais,547,20,0.599,1,0,0,0,1,1,0,0,0.876,3.34,5.47
100299,Nordeste,CE,Estadual,Rural,Anos Finais,67,3,0.924,0,0,0,0,0,1,1,0,0.702,4.29,6.06
100300,Sudeste,RJ,Municipal,Rural,Ensino Médio,361,17,0.838,0,1,0,0,0,0,1,0,0.765,2.38,5.48
100301,Sudeste,ES,Estadual,Urbana,Anos Finais,760,35,0.884,1,1,0,1,1,1,1,0,0.806,4.75,6.77
100302,Nordeste,CE,Estadual,Urbana,Anos Iniciais,102,6,0.826,0,1,0,1,1,1,1,0,0.727,3.77,6.1
100303,Sul,RS,Municipal,Rural,Anos Iniciais,421,20,0.656,0,1,0,0,1,0,1,0,0.792,3.43,5.86
100304,Sudeste,RJ,Municipal,Rural,Anos Iniciais,92,4,0.75,1,0,0,0,0,1,1,1,0.77,3.5,6.1
100305,Nordeste,RN,Municipal,Rural,Anos Finais,363,23,0.613,0,0,0,0,0,1,0,0,0.957,2.15,5.45
100306,Centro-Oeste,MS,Municipal,Urbana,Anos Finais,229,11,0.682,0,1,1,0,0,1,1,1,0.863,3.4,6.33
100307,Sudeste,SP,Privada,Urbana,Anos Iniciais,335,16,0.906,0,0,0,1,0,1,1,0,0.93,5.94,7.15
100308,Sudeste,MG,Municipal,Urbana,Anos Iniciais,141,5,0.782,1,1,0,0,1,1,1,1,0.903,2.62,6.98
100309,Sul,SC,Municipal,Rural,Anos Iniciais,419,16,0.56,0,0,0,0,1,0,1,0,0.879,3.41,5.14
100310,Norte,AM,Privada,Urbana,Ensino Médio,124,10,0.884,0,0,0,0,1,1,1,0,0.873,6.01,7.17
100311,Sudeste,SP,Municipal,Urbana,Anos Finais,226,11,0.705,0,0,0,1,0,1,1,0,0.809,2.65,5.7
100312,Nordeste,MA,Municipal,Urbana,Anos Finais,110,9,0.843,1,1,0,1,1,0,1,0,0.903,5.34,7.26
100313,Norte,AP,Privada,Urbana,Anos Iniciais,395,21,0.8,1,1,0,0,1,1,1,0,0.931,7.0,7.83
100314,Nordeste,MA,Municipal,Rural,Anos Finais,463,25,0.974,1,0,0,0,1,0,0,0,0.853,3.96,6.28
100315,Nordeste,AL,Estadual,Urbana,Anos Iniciais,606,28,0.911,1,1,1,0,0,1,1,0,0.84,4.47,7.18
100316,Sul,SC,Municipal,Rural,Anos Iniciais,316,39,0.913,0,1,0,1,1,0,1,0,0.842,3.1,6.33
100317,Nordeste,PE,Privada,Urbana,Anos Finais,268,14,0.985,1,0,0,1,1,1,1,1,0.943,5.36,8.2
100318,Sudeste,RJ,Estadual,Rural,Anos Iniciais,334,12,0.836,1,0,0,0,0,1,1,0,0.82,2.73,5.38
100319,Sudeste,SP,Municipal,Rural,Anos Iniciais,496,23,0.687,0,0,0,1,0,1,1,0,0.834,1.68,5.41
100320,Nordeste,AL,Estadual,Urbana,Anos Finais,287,19,0.806,0,0,1,0,1,1,1,0,0.849,4.54,6.91
100321,Sudeste,SP,Municipal,Urbana,Anos Iniciais,548,24,0.772,0,0,0,0,1,1,0,0,0.946,4.64,6.98
100322,Norte,AP,Municipal,Rural,Anos Finais,1229,65,0.916,1,0,1,1,1,0,0,0,0.943,3.79,6.7
100323,Sul,RS,Municipal,Rural,Anos Iniciais,1187,54,0.701,0,0,0,1,0,0,0,0,0.896,4.17,6.27
100324,Norte,RR,Privada,Urbana,Anos Iniciais,272,10,0.861,1,1,0,0,1,1,1,0,0.888,6.37,7.66
100325,Sudeste,SP,Municipal,Urbana,Anos Iniciais,958,33,0.624,1,1,1,0,1,1,1,0,0.795,3.63,5.8
100326,Norte,AC,Estadual,Urbana,Anos Finais,56,4,0.873,1,1,0,0,1,1,1,0,0.668,4.69,6.29
100327,Sudeste,SP,Municipal,Urbana,Anos Finais,456,37,0.819,1,0,0,1,1,1,1,0,0.843,3.88,6.73
100328,Sudeste,MG,Estadual,Rural,Anos Iniciais,178,11,0.776,1,1,0,1,1,1,1,0,0.895,3.29,6.42
100329,Nordeste,MA,Estadual,Rural,Anos Iniciais,190,13,0.702,1,1,0,0,0,0,1,0,0.899,1.31,4.97
100330,Nordeste,SE,Municipal,Urbana,Anos Iniciais,450,24,0.651,0,0,0,0,0,1,1,0,0.838,4.23,6.27
100331,Centro-Oeste,GO,Municipal,Urbana,Ensino Médio,322,13,0.835,1,1,0,0,0,1,1,0,1.0,3.76,6.16
100332,Sudeste,ES,Estadual,Urbana,Anos Iniciais,215,14,0.788,1,0,0,1,1,1,1,0,0.766,4.04,6.23
100333,Sudeste,ES,Estadual,Urbana,Anos Iniciais,364,14,0.848,1,0,1,1,1,1,1,1,0.873,4.26,7.87
100334,Nordeste,CE,Municipal,Rural,Anos Iniciais,326,23,0.634,1,0,0,0,0,0,1,0,0.823,2.64,5.74
100335,Sul,RS,Privada,Urbana,Anos Iniciais,188,12,0.835,1,0,0,1,1,1,1,1,0.878,5.85,7.37
100336,Sudeste,MG,Estadual,Urbana,Anos Iniciais,172,6,0.9,1,1,1,0,1,1,1,0,0.883,4.05,7.0
100337,Norte,RR,Municipal,Rural,Anos Finais,104,10,0.709,0,0,0,0,1,0,0,0,0.809,2.53,5.87
100338,Sudeste,SP,Estadual,Urbana,Anos Iniciais,207,8,0.988,0,1,0,0,1,1,1,0,0.812,5.33,7.27
100339,Nordeste,PB,Municipal,Rural,Anos Iniciais,55,3,0.624,0,0,0,0,0,0,1,0,0.763,3.03,4.54
100340,Nordeste,PE,Privada,Urbana,Ensino Médio,964,56,0.866,0,0,0,1,1,1,1,0,0.968,6.39,7.15
100341,Sul,SC,Municipal,Urbana,Anos Iniciais,274,15,0.715,0,1,0,1,1,0,0,0,0.8,4.65,6.72
100342,Nordeste,MA,Privada,Urbana,Anos Iniciais,140,5,0.855,1,1,0,1,1,1,1,0,0.89,6.01,7.58
100343,Sudeste,MG,Municipal,Rural,Anos Iniciais,85,6,0.678,1,1,0,1,0,0,1,1,0.81,4.27,6.37
100344,Centro-Oeste,GO,Municipal,Urbana,Anos Iniciais,96,5,0.631,1,0,0,0,1,1,1,1,0.884,4.59,6.85
100345,Centro-Oeste,MS,Estadual,Rural,Anos Finais,221,12,0.879,0,0,0,0,0,0,1,0,0.873,2.5,5.18
100346,Sudeste,ES,Estadual,Urbana,Anos Iniciais,156,11,0.67,0,1,0,1,1,1,1,0,0.764,4.89,6.04
100347,Sul,PR,Privada,Urbana,Anos Finais,76,3,0.978,1,0,0,1,1,1,1,0,0.826,6.68,7.55
100348,Nordeste,AL,Estadual,Rural,Anos Iniciais,172,7,0.839,0,1,0,0,1,1,0,0,0.741,4.28,6.04
100349,Norte,RO,Privada,Urbana,Anos Finais,633,32,0.861,1,0,1,1,1,1,1,0,0.885,6.56,8.15
100350,Nordeste,AL,Privada,Urbana,Anos Iniciais,251,15,0.852,0,0,1,1,1,1,1,0,0.91,5.54,6.67
100351,Sul,RS,Municipal,Urbana,Ensino Médio,119,5,0.626,1,0,0,0,1,1,1,0,0.738,4.07,6.64
100352,Sudeste,MG,Estadual,Rural,Anos Iniciais,582,41,0.822,0,0,0,0,0,1,1,0,0.991,3.45,5.98
100353,Sudeste,MG,Municipal,Rural,Anos Iniciais,1110,63,0.717,0,0,0,0,0,1,0,1,0.949,2.82,6.0
100354,Norte,RR,Estadual,Urbana,Anos Finais,586,27,0.934,1,1,0,1,1,1,1,0,0.849,3.88,7.11
100355,Nordeste,BA,Municipal,Urbana,Anos Iniciais,143,7,0.741,0,0,1,0,0,1,0,0,0.751,4.27,6.97
100356,Sudeste,MG,Municipal,Urbana,Ensino Médio,60,4,0.716,1,1,1,0,1,1,0,0,0.903,3.41,6.46
100357,Sudeste,SP,Privada,Urbana,Anos Iniciais,101,5,0.889,0,1,0,0,1,1,1,0,1.0,6.53,8.19
100358,Sudeste,ES,Municipal,Rural,Anos Iniciais,141,7,0.709,0,0,0,0,0,0,1,1,0.91,3.75,6.23
100359,Sudeste,ES,Municipal,Urbana,Anos Iniciais,37,3,0.696,1,0,0,1,1,1,1,0,0.825,2.71,6.25
100360,Sudeste,SP,Municipal,Rural,Ensino Médio,25,3,0.72,0,0,0,0,1,1,1,0,0.814,2.88,4.81
100361,Sudeste,MG,Municipal,Rural,Anos Finais,623,44,0.69,0,0,0,0,1,1,1,0,0.897,1.77,5.53
100362,Sudeste,ES,Estadual,Urbana,Anos Finais,182,8,0.843,0,0,0,1,1,1,1,0,0.808,4.04,6.05
100363,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,292,13,0.612,0,0,0,0,1,0,1,1,0.855,4.98,6.85
100364,Sudeste,ES,Municipal,Rural,Ensino Médio,761,38,0.663,0,0,0,1,0,1,1,0,0.814,2.06,4.92
100365,Sudeste,MG,Municipal,Rural,Anos Iniciais,380,22,0.675,0,1,0,1,0,1,1,0,0.916,2.67,5.38
100366,Norte,RR,Municipal,Urbana,Ensino Médio,57,3,0.916,0,1,0,1,1,1,1,0,0.777,3.68,5.85
100367,Sudeste,RJ,Municipal,Rural,Anos Iniciais,1716,104,0.764,0,0,0,0,0,1,1,0,0.916,2.24,6.07
100368,Nordeste,RN,Estadual,Urbana,Anos Finais,102,6,0.783,1,0,0,1,1,1,1,0,0.85,3.86,6.83
100369,Nordeste,SE,Estadual,Urbana,Anos Iniciais,130,9,0.728,1,1,0,0,1,1,1,1,0.738,4.52,7.15
100370,Norte,TO,Privada,Urbana,Anos Finais,187,14,0.928,0,0,0,0,1,1,1,0,0.838,7.0,7.44
100371,Nordeste,PE,Municipal,Urbana,Anos Finais,241,14,0.776,0,1,1,1,0,1,0,0,0.989,4.88,7.02
100372,Sudeste,ES,Privada,Urbana,Anos Iniciais,235,9,0.768,1,1,1,0,1,1,1,0,0.892,5.14,7.65
100373,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,101,9,0.668,1,1,0,1,1,1,1,0,0.81,5.14,7.09
100374,Nordeste,PI,Privada,Urbana,Anos Iniciais,399,19,0.844,1,0,0,1,1,1,1,1,0.814,6.17,7.38
100375,Nordeste,CE,Estadual,Rural,Anos Finais,109,3,0.905,0,0,0,0,0,1,1,0,0.866,4.04,6.2
100376,Norte,RO,Estadual,Rural,Anos Iniciais,1011,68,0.879,0,1,1,0,0,0,1,0,0.948,4.72,6.27
100377,Sul,RS,Federal,Urbana,Anos Iniciais,1467,73,0.949,1,1,0,0,1,1,1,0,0.902,4.49,7.35
100378,Nordeste,MA,Estadual,Rural,Anos Iniciais,121,7,0.82,0,0,1,0,1,1,1,0,0.84,2.68,6.09
100379,Sudeste,RJ,Privada,Urbana,Anos Finais,227,15,0.887,1,1,1,0,1,1,1,1,0.833,6.53,7.94
100380,Sudeste,ES,Estadual,Urbana,Anos Iniciais,1353,117,0.753,0,0,1,1,1,1,1,0,0.934,4.18,6.33
100381,Nordeste,PI,Estadual,Urbana,Anos Finais,468,25,0.835,1,0,0,0,0,1,1,0,0.688,3.81,5.92
100382,Sul,RS,Estadual,Rural,Anos Iniciais,960,37,0.896,0,0,1,0,1,0,1,0,0.662,4.61,6.19
100383,Sudeste,SP,Municipal,Urbana,Ensino Médio,1665,74,0.737,0,0,0,0,0,1,0,0,1.0,2.69,5.69
100384,Nordeste,SE,Municipal,Rural,Anos Finais,442,28,0.623,1,0,1,0,0,0,0,1,0.766,3.05,5.22
100385,Sul,RS,Municipal,Urbana,Anos Iniciais,430,37,0.594,1,1,0,1,0,1,1,0,0.797,4.83,6.28
100386,Nordeste,MA,Municipal,Rural,Anos Iniciais,73,4,0.839,0,0,0,1,1,0,1,0,0.818,2.68,5.9
100387,Norte,TO,Municipal,Rural,Anos Iniciais,614,65,0.881,0,1,0,1,1,1,1,0,0.991,3.37,6.88
100388,Centro-Oeste,MS,Municipal,Urbana,Anos Finais,571,37,0.77,1,0,0,0,0,0,1,0,0.868,4.47,6.52
100389,Sudeste,RJ,Municipal,Urbana,Anos Iniciais,117,6,0.818,1,0,0,0,1,1,1,0,0.917,3.77,6.03
100390,Sudeste,RJ,Estadual,Urbana,Anos Finais,236,13,0.85,1,0,0,1,1,1,1,1,0.878,4.61,6.84
100391,Nordeste,SE,Municipal,Urbana,Ensino Médio,223,11,0.628,0,1,0,0,1,1,0,0,0.891,3.53,5.9
100392,Sudeste,SP,Municipal,Urbana,Anos Iniciais,184,6,0.658,1,0,0,0,1,1,1,0,0.833,3.49,6.38
100393,Sul,PR,Municipal,Urbana,Anos Iniciais,643,34,0.864,0,0,0,0,1,1,0,0,0.817,4.04,6.62
100394,Nordeste,PI,Municipal,Urbana,Anos Iniciais,229,13,0.681,0,0,0,1,0,1,1,0,0.877,3.49,6.13
100395,Sudeste,RJ,Estadual,Urbana,Anos Iniciais,154,9,0.734,1,0,0,0,1,1,1,0,0.917,4.79,7.09
100396,Centro-Oeste,MT,Estadual,Urbana,Anos Finais,140,7,0.796,1,1,1,1,1,1,1,0,0.843,3.59,6.74
100397,Sudeste,SP,Estadual,Urbana,Anos Finais,130,7,0.719,1,0,1,0,1,1,1,0,0.88,5.02,7.0
100398,Sudeste,ES,Estadual,Urbana,Anos Iniciais,37,3,0.857,0,1,0,0,0,1,1,0,0.842,4.27,7.02
100399,Nordeste,AL,Estadual,Rural,Ensino Médio,630,27,0.786,1,0,0,0,1,1,1,0,0.888,3.8,5.62
100400,Sudeste,RJ,Municipal,Urbana,Anos Finais,135,5,0.644,0,0,1,1,1,0,1,0,0.802,4.54,6.21
100401,Centro-Oeste,MT,Municipal,Urbana,Anos Iniciais,204,11,0.724,0,0,0,1,0,1,1,0,0.815,4.03,5.87
100402,Sul,SC,Municipal,Urbana,Anos Finais,166,9,0.623,1,0,0,0,0,0,1,0,0.956,4.77,6.55
100403,Sudeste,RJ,Municipal,Urbana,Ensino Médio,182,7,0.707,1,1,0,1,1,1,1,0,0.834,3.84,5.79
100404,Norte,AP,Estadual,Urbana,Ensino Médio,225,23,0.825,1,0,0,0,0,1,1,1,0.817,3.88,6.3
100405,Sul,RS,Municipal,Urbana,Anos Iniciais,410,19,0.768,1,0,0,0,1,1,1,1,0.829,3.75,6.63
100406,Sul,RS,Municipal,Rural,Anos Iniciais,79,4,0.621,0,1,1,0,1,0,1,0,0.923,2.47,5.93
100407,Sul,SC,Municipal,Urbana,Anos Iniciais,196,18,0.673,0,0,0,0,1,1,0,0,0.744,3.64,5.77
100408,Sul,SC,Estadual,Urbana,Ensino Médio,288,23,0.859,1,1,0,1,1,1,1,1,0.772,2.67,6.29
100409,Centro-Oeste,MS,Estadual,Rural,Ensino Médio,372,27,0.811,0,0,0,1,1,1,0,1,0.911,2.31,6.01
100410,Nordeste,PE,Municipal,Urbana,Anos Iniciais,216,9,0.656,0,1,0,1,1,0,1,0,0.866,4.06,6.34
100411,Sul,SC,Municipal,Rural,Anos Iniciais,36,3,0.797,0,0,0,1,0,1,1,0,0.833,2.88,5.51
100412,Sul,RS,Municipal,Urbana,Ensino Médio,291,18,0.577,0,1,0,1,1,1,1,0,0.703,3.24,5.38
100413,Nordeste,SE,Municipal,Urbana,Anos Finais,527,30,0.783,0,1,0,1,0,1,1,0,0.808,4.84,6.74
100414,Sudeste,ES,Municipal,Urbana,Anos Iniciais,847,43,0.756,0,0,1,1,0,1,1,0,0.803,2.82,5.91
100415,Centro-Oeste,MS,Municipal,Urbana,Anos Iniciais,423,22,0.774,0,0,0,0,1,1,1,0,0.801,3.23,5.78
100416,Sudeste,SP,Privada,Urbana,Anos Iniciais,30,3,0.835,0,1,1,1,1,1,1,1,0.987,6.66,7.64
100417,Norte,AM,Privada,Urbana,Anos Iniciais,94,3,0.803,1,0,1,1,1,1,1,0,0.868,6.65,7.17
